Compound Number,GroupID,GroupMembers,row ID,row m/z,row retention time,Dta-ap,Dbh-w,Dax-tl,Dgr-ap,Dfe-w,Dgem-w,Dgi-w,Dac-tl,Dyu-w,Dau-tl,Dre-tl,Dpa-tl,Dpe-w,Dat-ls,Dki-w,Dho-w,Dde-w,Dod-fr,Dod-b,Dod-l,Dod-r,Dod-s,Dje-fr,Dje-ft,Dge-fr,Dps-fr,Dps-ft,Dpo-fr,Dpo-l,Dpo-s,Wdo-w,Wla-w,Wsc-w,Wpi-w,Wli-w,Wpa-w,Win-l,Win-s,Wca-w,Wal-w,Wli-ap,Wli-r,Wst-w,Wnu-w,Wlu-w,Wmi-tl,Wde-w,Wtr,Ega-w,Eal-w,Ech-ft,Ech-b,Ech-l,Ech-s,Ech-fr,Sch-r,D Score,MD Score,type,elemental composition,identification,same composition,adduct ion,same peak,IHD,A part,B part,C part,C-12,C-18,olefinic position,M part,Sub No.,Sub Carbon,Sub_An,Acyl part,Correct Acyl part,A_id,B_id,C_id,M_id,R1_id,R2_id,R3_id,R4_id,R5_id,R6_id,R7_id,R8_id,Aglycone Type,Annotation SMILES,Annotation ID,Annotation Formula,Annotation MW,Top K,confidence score,Confidence Level
748,74,"[1047,1100]",1047,772.4625,13.3,0,0,0,0,0,0,2096929.455,8716872.274,0,0,230637.0789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,D,C43H65O11N1,possibly undescribed,none,[M+NH4]+,"1047, 11878",12,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C23,C23*1,"benzoyl(0.15),feruloyl(0.03),benzoyl(0.99),hexadecanoyl(0.11)",none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top1,1,Low Confidence
749,308,[71],71,755.3425,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7003271.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,D,C44H50O11,possibly undescribed,none,[M+H]+,none,20,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,3,"C7,C10",C10*1+C7*2,"benzoyl(0.15),feruloyl(0.05),cinnamoyl(1.90)","benzoyl,feruloyl",A1,B1,C2,none,R92,R95,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)C(OC(=O)C=Cc7c(OC)c(O)ccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00129713,C37H38O12,674.699,Top1,1,Low Confidence
750,518,[3626],3626,619.3838,13.3,0,0,0,0,0,0,0,0,0,0,0,0,6847860.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,D,C35H54O9,possibly undescribed,none,[M+H]+,none,9,"1,2-dihydro-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C15,C15*1,"6-7-epoxy-2-4-nonadienoyl(0.02),8-hydroxy-2-4-6-nonatrienoyl(0.02),pentadecadienoyl(1.10)",pentadecadienoyl,A2,B1,C1,none,R42,none,none,,,,,,A2B1C1,OCC12OC1C1C3OC4(C=CC=CCCCCCCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(=O)C1(O)C2O,PD00007702,C35H52O8,600.793,Top1,1,Low Confidence
751,813,[2111],2111,639.352,13.3,781242.8176,790136.5448,0,0,0,0,0,0,0,0,0,2470606.407,1706108.637,0,0,267000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415223.914,7114098.036,0,180000000,7005395.635,31300000,319000000,9785268.054,4259313.511,1332733.026,495083.7838,78300000,33000000,20200000,4466744.68,0,0,0,0,0,0,0,0,0,345000000,13,16,MD,C37H50O9,possibly known,(DA39)std_pimela factor P2,[M+H]+,none,13,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C9 ring with no substituent,3,"C2,C4",C2*2+C4*1,"acyl(0.04),benzoyl(0.68),benzoyl(3.70)","acyl,acyl,isobutyryl",A8,B1,C1,M1,R1,R1,R3,none,none,none,none,none,A8B1C1M1,,,,0,Top2,0.94,Low Confidence
752,418,[8922],8922,907.4468,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6776647.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,D,C50H66O15,possibly undescribed,none,[M+H]+,none,18,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,3,"C9,C10,C11",C9*1+C10*1+C11*1,coumaroyl(0.05),coumaroyl,A1,B1,C2,none,R94,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C=Cc6ccc(O)cc6)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00008138,C29H32O10,540.565,Top1,1,Low Confidence
753,105,[1946],1946,693.3632,13.5,81100000,36000000,0,0,10900000,0,10700000,0,0,0,8899053.516,53600000,0,4484016.405,347387.3333,0,5453353.65,2425817.372,0,0,20400000,2825925.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,D,C40H52O10,possibly undescribed,none,[M+H]+,none,15,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,2,C10,C10*2,decatrienoyl(5.90),"decatrienoyl,decatrienoyl",A1,B1,C1,none,R48,R48,none,,,,,,A1B1C1,CCCC=CC=CC=CC(=O)OCC12OC1C1C3OC4(C=CC=CC=CCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00268180,C40H50O9,674.831,Top2,0.411,Low Confidence
754,213,[4953],4953,473.2899,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719159.5876,7924148.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,D,C28H40O6,possibly undescribed,none,[M+H]+,none,9,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C8,C8*1,8-9-epoxy-2-4-6-decatrienoyl(0.02),none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top2,0.471,Low Confidence
755,606,[732],732,717.3634,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3676545.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,D,C42H52O10,possibly undescribed,none,[M+H]+,none,17,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,2,C11,C11*2,"benzoyl(0.08),feruloyl(0.05),benzoyl(0.66)",none,A4,B1,C1,none,none,none,none,,,,,,A4B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(O)C1(O)C2O,PD00000004,C21H30O8,410.463,Top1,1,Low Confidence
756,633,[2829],2829,457.33,13.5,0,4686910.714,1936638.274,199783.3542,295297.8944,0,0,0,0,0,0,0,1143404.886,0,0,0,0,0,0,0,0,199118.1661,0,0,0,0,0,0,0,249524.4846,0,0,182429.7567,0,0,0,2051210.318,0,0,0,4273499.165,0,0,0,0,0,4696726.136,0,0,0,0,0,1194145.479,0,0,0,7,0,D,C29H44O4,possibly undescribed,none,[M+H]+,none,8,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C9,C9*1,"benzoyl(0.05),coumaroyl(0.04),coumaroyl(0.49),pentadecatrienoyl(0.02)",coumaroyl,A4,B1,C1,none,R94,none,none,,,,,,A4B1C1,OCC12OC1C1C3OC4(C=Cc6ccc(O)cc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(O)C1(O)C2O,PD00007946,C29H36O9,528.598,Top1,1,Low Confidence
757,817,[6034],6034,657.3623,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8017853.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654688.8241,0,1744316.721,6904132.85,0,0,0,0,0,372052.8567,448651.6255,0,0,0,0,0,0,0,0,0,0,32300000,6,18,MD,C37H52O10,possibly undescribed,none,[M+H]+,none,12,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C9 ring with no substituent,4,C2,C2*4,"benzoyl(0.30),benzoyl(0.20)","acyl,acyl,acyl,acyl",A8,B1,C1,M1,R1,R1,R1,R1,none,none,none,none,A8B1C1M1,,,,0,Top2,0.906,Low Confidence
758,64,[975],975,585.342,13.6,0,0,0,0,0,0,0,42300000,0,0,0,0,365000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233000000,302000000,491000000,0,7156921.566,0,0,7459077.43,0,37400000,268000000,0,0,0,0,4081459.972,12100000,0,0,0,0,0,2191578.685,0,0,0,0,257615.465,184000000,16,0,D,C34H48O8,possibly known,(DA06)std_huratoxin,[M+H]+,none,11,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C14,C14*1,"hexadienoyl(1.80),tetradecadienoyl(17.00)",tetradecadienoyl,A1,B1,C1,none,R41,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4(C=CC=CCCCCCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007605,C34H48O8,584.75,Top1,1,High Confidence
759,132,[2376],2376,903.5243,13.6,0,0,0,0,0,0,13900000,0,190541.6223,0,2096679.659,29800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,D,C53H74O12,possibly undescribed,none,[M+H]+,none,17,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,4,"C7,C9,C10",C9*1+C10*1+C7*2,"decatrienoyl(0.59),hexadecanoyl(0.06)","benzoyl,decatrienoyl",A1,B1,C1,none,R92,R48,none,,,,,,A1B1C1,c7ccccc7C(=O)OCC12OC1C1C3OC4(C=CC=CC=CCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00268224,C37H42O9,630.734,Top2,0.989,Low Confidence
760,559,[1064],1064,761.4253,13.6,1173468.547,0,0,0,0,0,813860.9181,19700000,0,229121.2509,6123054.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,D,C45H60O10,possibly undescribed,none,[M+H]+,none,16,"1,2-en-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,3,"C7,C11",C7*2+C11*1,benzoyl(0.15),benzoyl,A3,B1,C1,none,R92,none,none,,,,,,A3B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(O)C1(O)C2O,PD00007848,C27H32O8,484.545,Top1,1,Low Confidence
761,756,[35],35,759.3735,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5160331.024,0,0,0,0,0,0,0,13100000,0,0,1022381.014,0,0,5130401.603,0,0,0,0,0,0,0,2759556.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2835042.728,6,17,MD,C44H54O11,possibly undescribed,none,[M+H]+,none,18,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C10 ring with no substituent,5,"C2,C4",C2*3+C4*2,"benzoyl(0.12),benzoyl(0.35)","acyl,acyl,acyl,isobutyryl,isobutyryl",A6,B1,C1,M2,R1,R1,R1,R3,R3,none,none,none,A6B1C1M2,,,,0,Top2,0.884,Low Confidence
762,164,[3533],3533,561.3419,13.7,0,0,0,0,0,0,0,0,0,11300000,0,243984.57,33900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156058.5158,1925646.615,0,1089883.835,0,0,1875041.063,0,993387.9594,0,0,0,0,0,0,0,0,0,0,0,0,3706631.025,0,0,0,0,0,1891422.009,17,0,D,C32H48O8,possibly undescribed,none,[M+H]+,none,9,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C12,C12*1,dodecanoyl(0.24),dodecanoyl,A1,B1,C1,none,R11,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4(CCCCCCCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007575,C32H48O8,560.728,Top1,1,High Confidence
763,377,[4638],4638,473.2896,13.7,0,0,0,0,0,0,0,0,0,1095902.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732640.1062,4696694.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,D,C28H40O6,possibly undescribed,none,[M+H]+,none,9,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,0,others,,octatrienoyl(0.01),none,A1,B1,C2,none,none,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000006,C21H26O8,406.431,Top1,1,Low Confidence
764,683,[11890],11890,791.4367,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3978031.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,D,C46H62O11,possibly undescribed,none,[M+H]+,none,16,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,3,"C7,C9,C10",C9*1+C10*1+C7*1,"benzoyl(0.03),8-methoxy-9-hydroxy-2-4-6-dodecatrienoyl(0.05)",benzoyl,A4,B1,C1,none,R92,none,none,,,,,,A4B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(O)C1(O)C2O,PD00007944,C27H34O8,486.561,Top1,1,Low Confidence
765,171,[3595],3595,583.3656,13.8,0,0,0,0,0,0,0,0,0,0,0,0,8075163.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,D,C10H62O25,possibly undescribed,none,[M+H]+,none,-20,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C-10,C-10*1,"octadienoyl(0.03),4-oxo-2-octenoyl(0.03),pentadecadienoyl(2.60),4-oxo-2-pentadecenoyl(2.60)",none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top3,0.124,Low Confidence
766,306,[15],15,781.3587,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,D,C46H52O11,possibly undescribed,none,[M+H]+,none,21,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,3,"C7,C9,C10",C9*1+C10*1+C7*1,"benzoyl(0.35),feruloyl(0.08),5-pheny-2-4-pentadienoyl(9.00)","benzoyl,feruloyl",A1,B1,C2,none,R92,R95,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)C(OC(=O)C=Cc7c(OC)c(O)ccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00129713,C37H38O12,674.699,Top1,1,Low Confidence
767,665,[11635],11635,914.5056,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569951.228,0,0,0,0,0,0,0,0,0,7,0,D,C53H71O12N1,possibly undescribed,none,[M+NH4]+,none,19,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,4,"C7,C9,C10",C9*1+C10*1+C7*2,benzoyl(0.14),benzoyl,A4,B1,C1,none,R92,none,none,,,,,,A4B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(O)C1(O)C2O,PD00007944,C27H34O8,486.561,Top1,1,Low Confidence
768,672,[11821],11821,809.4473,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,D,C46H64O12,possibly undescribed,none,[M+H]+,none,15,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,3,"C7,C9,C10",C9*1+C10*1+C7*1,"hexadienoyl(0.05),8-methoxy-9-hydroxy-2-4-6-dodecatrienoyl(0.10)",benzoyl,A4,B1,C1,none,R92,none,none,,,,,,A4B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(O)C1(O)C2O,PD00007944,C27H34O8,486.561,Top1,1,Low Confidence
769,673,[11837],11837,673.3378,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4877861.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,D,C40H48O9,possibly undescribed,none,[M+H]+,none,17,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,2,C10,C10*2,"benzoyl(0.10),feruloyl(0.05),benzoyl(1.00)","feruloyl,feruloyl",A4,B1,C1,none,R95,R95,none,,,,,,A4B1C1,OCC12OC1C1C3OC4(C=Cc6c(OC)c(O)ccc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(OC(=O)C=Cc7c(OC)c(O)ccc7)C1(O)C2O,PD00022634,C40H46O13,734.795,Top1,1,Low Confidence
770,700,[2815],2815,501.3562,13.8,0,0,1062690.547,0,0,0,0,0,0,0,174353.1279,0,0,0,0,0,0,0,0,0,0,348760.4255,0,0,0,0,0,0,0,0,214202.3986,0,0,0,0,0,0,0,0,0,3940037.461,0,0,0,0,0,2912495.177,0,0,0,0,0,0,0,0,0,6,0,D,C31H48O5,possibly undescribed,none,[M+H]+,none,8,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,1,C11,C11*1,"acyl(0.06),decanoyl(0.02),undecenoyl(0.02)",undecenoyl,A4,B1,C2,none,R25,none,none,,,,,,A4B1C2,OCC12OC1C1C3OC4(C=CCCCCCCCC)OC3(C(=C)C)C(O)C(C)C1(O4)C1CC(C)C(O)C1(O)C2O,PD00008357,C31H48O9,564.716,Top1,1,Low Confidence
771,821,[5375],5375,665.3691,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9509038.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711857.1603,0,0,0,0,0,0,0,3578848.941,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,MD,C39H52O9,possibly undescribed,none,[M+H]+,none,14,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C10 ring with no substituent,3,"C2,C5",C2*2+C5*1,cinnamoyl(1.40),"acyl,acyl,2-methylbutyryl",A8,B1,C1,M2,R1,R1,R4,none,none,none,none,none,A8B1C1M2,,,,0,Top1,1,Low Confidence
772,346,[2158],2158,693.3645,13.9,250763.9934,161132.4217,0,0,0,0,0,0,0,0,0,4352483.699,0,0,0,0,189104.7436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,D,C40H52O10,possibly undescribed,none,[M+H]+,none,15,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,C10,C10*2,decatrienoyl(0.77),"decatrienoyl,decatrienoyl",A1,B1,C2,none,R48,R48,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C=CC=CC=CCCC)OC3(C(=C)C)C(OC(=O)C=CC=CC=CCCC)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00128500,C40H50O10,690.83,Top1,1,Low Confidence
773,349,[2237],2237,695.3793,13.9,461992.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1649551.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,D,C40H54O10,possibly undescribed,none,[M+H]+,none,14,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,2,C10,C10*2,"benzoyl(0.02),decadienoyl(0.50),4-oxo-2-decenoyl(0.50)","decadienoyl,4-oxo-2-decenoyl",A1,B1,C2,none,R37,R83,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C=CC=CCCCCC)OC3(C(=C)C)C(OC(=O)C=CC=CC(=O)CCCCC)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00127941,C41H54O11,722.872,Top1,1,Low Confidence
774,783,[9708],9708,858.5359,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2892703.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,MD,C48H75O12N1,possibly undescribed,none,[M+NH4]+,none,12,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C10 ring with one substituent,3,"C4,C7",C7*2+C4*1,others,"benzoyl,benzoyl,isobutyryl",A6,B1,C1,M3,R92,R92,R3,none,none,none,none,none,A6B1C1M3,,,,0,Top1,1,Low Confidence
775,72,[1032],1032,657.3633,14,0,0,0,0,0,0,0,8819619.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244382.069,0,269543.3642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69900000,17,0,D,C37H52O10,possibly known,"genkwanine G, wikstroelide B, wikstroelide S, genkwadane C",[M+H]+,none,12,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C17,C17*1,"acyl(0.15),undecanoyl(0.04),hexadienoyl(0.65),pentadecadienoyl(6.00)",none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top3,0.924,Low Confidence
776,98,[1698],1698,767.5091,14,0,0,0,0,0,2099647.132,0,804431.2659,0,0,150000000,6831951.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13100000,229451.5793,0,41000000,0,0,0,0,0,0,0,0,235392.8722,0,0,0,0,0,4542832.39,0,0,0,0,0,10,0,D,C46H70O9,possibly undescribed,none,[M+H]+,none,12,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C26,C26*1,"decadienoyl(2.70),hexadecanoyl(0.38)",none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top1,1,Low Confidence
777,277,[9719],9719,823.5014,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2931562.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,D,C23H82O29,possibly undescribed,none,[M+H]+,none,-17,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C3,C3*1,"decadienoyl(0.05),4-oxo-2-decenoyl(0.05)",none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top1,1,Low Confidence
778,82,[1165],1165,781.4525,14.1,0,0,0,0,0,0,0,3604333.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,D,C45H64O11,possibly undescribed,none,[M+H]+,none,14,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C25,C25*1,"benzoyl(0.08),octadecadienoyl(0.05),4-oxo-2-octadecenoyl(0.05)",none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top2,0.461,Low Confidence
779,173,[3604],3604,587.3581,14.1,0,0,0,0,0,0,0,0,0,0,0,0,5707347.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242685.983,0,422528.7234,0,0,0,0,1524972.418,4261803.789,0,0,0,0,273968.3816,0,0,0,0,0,219527.0154,59300000,17900000,0,0,0,7399578.635,0,13,0,D,C34H50O8,possibly undescribed,none,[M+H]+,none,10,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C14,C14*1,"octatrienoyl(0.07),tetradecenoyl(0.07)",tetradecenoyl,A1,B1,C1,none,R28,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4(C=CCCCCCCCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007592,C34H50O8,586.766,Top1,1,High Confidence
